[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-04 05:38:17] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-04 05:38:18] [class-ss-setup-task.php:33] Creating archive directory: E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697\
[2025-03-04 05:38:18] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/wp_site_live/
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e346298-6X62nS.tmp
[2025-03-04 05:38:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-9.min.css?simply_static_page=3340
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-9.min.css?simply_static_page=3340
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:103] Filesize: 9514 bytes
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-9.min.css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e346298-6X62nS.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-9.min.css
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:43] [class-ss-page.php:119] Checking Content Identical:4ff88c6da907bc000d76b1a421fe0720dd6d0973===. Value: FALSE
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars-rtl.min.css
[2025-03-04 05:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:464; Total: 834
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e35e2a9-kqTBED.tmp
[2025-03-04 05:38:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars-rtl.min.css?simply_static_page=3341
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars-rtl.min.css?simply_static_page=3341
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:103] Filesize: 40 bytes
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars-rtl.min.css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e35e2a9-kqTBED.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars-rtl.min.css
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:43] [class-ss-page.php:119] Checking Content Identical:3a1fb70e7c4de9d22b35d9e005ed81a0b96db085===. Value: FALSE
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars.min.css
[2025-03-04 05:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:463; Total: 834
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e3711e3-egBMLo.tmp
[2025-03-04 05:38:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars.min.css?simply_static_page=3342
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars.min.css?simply_static_page=3342
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:103] Filesize: 40 bytes
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars.min.css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e3711e3-egBMLo.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars.min.css
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:43] [class-ss-page.php:119] Checking Content Identical:3a1fb70e7c4de9d22b35d9e005ed81a0b96db085===. Value: FALSE
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-counter-rtl.min.css
[2025-03-04 05:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:462; Total: 834
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e3762e1-7MWoNq.tmp
[2025-03-04 05:38:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-counter-rtl.min.css?simply_static_page=3343
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-counter-rtl.min.css?simply_static_page=3343
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:103] Filesize: 793 bytes
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-counter-rtl.min.css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e3762e1-7MWoNq.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-counter-rtl.min.css
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:43] [class-ss-page.php:119] Checking Content Identical:40126bb0302037a2fae2c30dd0b479d7ac4a178a===. Value: FALSE
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-counter.min.css
[2025-03-04 05:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:461; Total: 834
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e37f470-O84M59.tmp
[2025-03-04 05:38:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-counter.min.css?simply_static_page=3344
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-counter.min.css?simply_static_page=3344
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:103] Filesize: 793 bytes
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-counter.min.css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e37f470-O84M59.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-counter.min.css
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:43] [class-ss-page.php:119] Checking Content Identical:40126bb0302037a2fae2c30dd0b479d7ac4a178a===. Value: FALSE
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-divider-rtl.min.css
[2025-03-04 05:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:460; Total: 834
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e38c947-3pgW0V.tmp
[2025-03-04 05:38:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-divider-rtl.min.css?simply_static_page=3345
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-divider-rtl.min.css?simply_static_page=3345
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:103] Filesize: 4298 bytes
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-divider-rtl.min.css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e38c947-3pgW0V.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-divider-rtl.min.css
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:43] [class-ss-page.php:119] Checking Content Identical:5a90f2087c0902e869863d3c2699be71666792db===. Value: FALSE
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-divider.min.css
[2025-03-04 05:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:459; Total: 834
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e39cada-zG7Lp9.tmp
[2025-03-04 05:38:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-divider.min.css?simply_static_page=3346
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-divider.min.css?simply_static_page=3346
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:103] Filesize: 4298 bytes
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-divider.min.css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e39cada-zG7Lp9.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-divider.min.css
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:43] [class-ss-page.php:119] Checking Content Identical:5a90f2087c0902e869863d3c2699be71666792db===. Value: FALSE
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-base-rtl.min.css
[2025-03-04 05:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:458; Total: 834
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e3a9a17-BwyvQc.tmp
[2025-03-04 05:38:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-base-rtl.min.css?simply_static_page=3347
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-base-rtl.min.css?simply_static_page=3347
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:103] Filesize: 8950 bytes
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-base-rtl.min.css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e3a9a17-BwyvQc.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-floating-bars-base-rtl.min.css
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:43] [class-ss-page.php:119] Checking Content Identical:8316d3998e27bb989358326c0cade5b54c8c4e1a===. Value: FALSE
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-base.min.css
[2025-03-04 05:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:457; Total: 834
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e3bf861-MzP5GT.tmp
[2025-03-04 05:38:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-base.min.css?simply_static_page=3348
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-base.min.css?simply_static_page=3348
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:103] Filesize: 8950 bytes
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-base.min.css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e3bf861-MzP5GT.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-floating-bars-base.min.css
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:43] [class-ss-page.php:119] Checking Content Identical:8316d3998e27bb989358326c0cade5b54c8c4e1a===. Value: FALSE
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2-rtl.min.css
[2025-03-04 05:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:456; Total: 834
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e3d29c1-I4rEFp.tmp
[2025-03-04 05:38:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2-rtl.min.css?simply_static_page=3349
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2-rtl.min.css?simply_static_page=3349
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:103] Filesize: 5274 bytes
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2-rtl.min.css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e3d29c1-I4rEFp.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2-rtl.min.css
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:43] [class-ss-page.php:119] Checking Content Identical:122a86df43332c97dd427c7056c866c94b7106fc===. Value: FALSE
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2.min.css
[2025-03-04 05:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:455; Total: 834
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e3e5104-xnd8IN.tmp
[2025-03-04 05:38:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2.min.css?simply_static_page=3350
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2.min.css?simply_static_page=3350
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:103] Filesize: 5274 bytes
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2.min.css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e3e5104-xnd8IN.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2.min.css
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:43] [class-ss-page.php:119] Checking Content Identical:122a86df43332c97dd427c7056c866c94b7106fc===. Value: FALSE
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3-rtl.min.css
[2025-03-04 05:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:454; Total: 834
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e3eb658-3ZjnW2.tmp
[2025-03-04 05:38:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3-rtl.min.css?simply_static_page=3351
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3-rtl.min.css?simply_static_page=3351
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:103] Filesize: 4971 bytes
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3-rtl.min.css
[2025-03-04 05:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e3eb658-3ZjnW2.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3-rtl.min.css
[2025-03-04 05:38:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:44] [class-ss-page.php:119] Checking Content Identical:2da3bbcaa390e8599448f9c711050fa4d3e5d613===. Value: FALSE
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3.min.css
[2025-03-04 05:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:453; Total: 834
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e409750-2ez5Wy.tmp
[2025-03-04 05:38:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3.min.css?simply_static_page=3352
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3.min.css?simply_static_page=3352
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:103] Filesize: 4971 bytes
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3.min.css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e409750-2ez5Wy.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3.min.css
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:44] [class-ss-page.php:119] Checking Content Identical:2da3bbcaa390e8599448f9c711050fa4d3e5d613===. Value: FALSE
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars-rtl.min.css
[2025-03-04 05:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:452; Total: 834
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e411806-SNQAWx.tmp
[2025-03-04 05:38:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars-rtl.min.css?simply_static_page=3353
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars-rtl.min.css?simply_static_page=3353
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:103] Filesize: 40 bytes
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-vars-rtl.min.css
